location_id,location,year,sex,age_group,cause,measure,metric,value,upper,lower
44637,Low SDI,1988,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0884622395058077,0.1029841591203544,0.072242336039057
44637,Low SDI,1988,Both,All ages,Cardiovascular diseases,Deaths,Rate,126.73636200075848,147.31796301659128,102.97379674285288
166,Sub-Saharan Africa,2001,Both,All ages,Cardiovascular diseases,Deaths,Number,652958.6154476185,766199.0609561233,563754.9636720931
166,Sub-Saharan Africa,2001,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0732287131638788,0.0859932792513653,0.0630605425797359
166,Sub-Saharan Africa,2001,Both,All ages,Cardiovascular diseases,Deaths,Rate,98.04626878268974,115.05010776226617,84.65172123945086
44634,High-middle SDI,2001,Both,All ages,Cardiovascular diseases,Deaths,Number,2686410.966617644,2877565.450339315,2482579.130323213
44634,High-middle SDI,2001,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3133943689201658,0.3339614421239787,0.2927959942275454
44634,High-middle SDI,2001,Both,All ages,Cardiovascular diseases,Deaths,Rate,206.24033352408583,220.91558796850103,190.59181718664712
137,North Africa and Middle East,1995,Both,All ages,Cardiovascular diseases,Deaths,Number,860311.7498968764,927469.6934962126,791242.6152702334
137,North Africa and Middle East,1995,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.352083913748497,0.3792326770295313,0.3233211744077475
137,North Africa and Middle East,1995,Both,All ages,Cardiovascular diseases,Deaths,Rate,224.6892484227332,242.22901569286503,206.65033177382156
64,High-income,2002,Both,All ages,Cardiovascular diseases,Deaths,Number,2957810.8329446493,3131042.8443259583,2620242.0149492635
64,High-income,2002,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3551257585362143,0.3761198490223296,0.314668447388938
64,High-income,2002,Both,All ages,Cardiovascular diseases,Deaths,Rate,301.38384506373,319.0351867576293,266.98753167955635
1,Global,2002,Both,All ages,Cardiovascular diseases,Deaths,Number,14814533.807733243,15564907.557993855,13900813.56305074
1,Global,2002,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2896121781373699,0.3031900025450859,0.2724279443997605
1,Global,2002,Both,All ages,Cardiovascular diseases,Deaths,Rate,236.4733980559227,248.4510568090768,221.8883605558044
44636,Low-middle SDI,1994,Both,All ages,Cardiovascular diseases,Deaths,Number,1253699.118504258,1412775.3787687982,1072060.057187397
44636,Low-middle SDI,1994,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.1739820923274557,0.1957844985668611,0.1486235002330344
44636,Low-middle SDI,1994,Both,All ages,Cardiovascular diseases,Deaths,Rate,161.88066060642765,182.42097184884665,138.42698595362455
158,South Asia,2002,Both,All ages,Cardiovascular diseases,Deaths,Number,2110350.653650111,2337196.244620218,1906305.3970072304
158,South Asia,2002,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.1985401278823021,0.2185375121319336,0.1784176089607351
158,South Asia,2002,Both,All ages,Cardiovascular diseases,Deaths,Rate,153.6197817718236,170.13266323086194,138.76661614134449
44635,High SDI,2001,Both,All ages,Cardiovascular diseases,Deaths,Number,7794701.301402154,8124570.16007169,7230499.700350519
44635,High SDI,2001,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.4177608217888847,0.4340102013685954,0.3901476422319962
44635,High SDI,2001,Both,All ages,Cardiovascular diseases,Deaths,Rate,350.4387972857926,365.2692367887656,325.0730875742882
103,Latin America and Caribbean,1995,Both,All ages,Cardiovascular diseases,Deaths,Number,599115.6530952707,618437.3822904072,567514.9658543993
103,Latin America and Caribbean,1995,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2493523340065596,0.257270790127528,0.2368649023032539
103,Latin America and Caribbean,1995,Both,All ages,Cardiovascular diseases,Deaths,Rate,139.23503144345605,143.7254191643039,131.89100252535678
44637,Low SDI,1993,Both,All ages,Cardiovascular diseases,Deaths,Number,1055022.824907857,1222023.327292001,888758.5968306069
44637,Low SDI,1993,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0927692269502542,0.107353611554754,0.0780643179375195
44637,Low SDI,1993,Both,All ages,Cardiovascular diseases,Deaths,Rate,122.34151030335258,141.7070569064598,103.06134281108214
166,Sub-Saharan Africa,2002,Both,All ages,Cardiovascular diseases,Deaths,Number,666819.8394225367,781644.6335052974,576572.6456100333
166,Sub-Saharan Africa,2002,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0742680155502391,0.0868225728569851,0.0641855328516877
166,Sub-Saharan Africa,2002,Both,All ages,Cardiovascular diseases,Deaths,Rate,97.450061078986,114.23073036206732,84.26119951654111
137,North Africa and Middle East,1994,Both,All ages,Cardiovascular diseases,Deaths,Number,848901.7468371597,917117.0808762944,777745.5789005564
137,North Africa and Middle East,1994,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3476733902380268,0.3762319801548293,0.3193639027735822
137,North Africa and Middle East,1994,Both,All ages,Cardiovascular diseases,Deaths,Rate,226.59003684286387,244.7981688331269,207.59693337190976
1,Global,2003,Both,All ages,Cardiovascular diseases,Deaths,Number,14933723.269188968,15723577.226757089,14021525.794533262
1,Global,2003,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.290597732945579,0.3051602799477119,0.272981775140398
1,Global,2003,Both,All ages,Cardiovascular diseases,Deaths,Rate,235.3438976853256,247.7913835283092,220.96837288990457
44639,Middle SDI,2002,Both,All ages,Cardiovascular diseases,Deaths,Number,1440858.2339180363,1526561.7581104336,1350699.0177147056
44639,Middle SDI,2002,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3174293062932318,0.3362869021266653,0.2980190325218824
44639,Middle SDI,2002,Both,All ages,Cardiovascular diseases,Deaths,Rate,194.7086749259333,206.29011940059752,182.5251157762066
137,North Africa and Middle East,1996,Both,All ages,Cardiovascular diseases,Deaths,Number,868749.9025055307,933764.635079994,797529.4449634661
137,North Africa and Middle East,1996,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3562511510936154,0.3823026293643243,0.3284590788951871
137,North Africa and Middle East,1996,Both,All ages,Cardiovascular diseases,Deaths,Rate,222.14671827635323,238.771536810868,203.9350432344568
64,High-income,2003,Both,All ages,Cardiovascular diseases,Deaths,Number,2958978.3217854262,3134768.9908224484,2614214.784725187
64,High-income,2003,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3504748863608974,0.3713478077483711,0.3098265564005548
64,High-income,2003,Both,All ages,Cardiovascular diseases,Deaths,Rate,299.5122201690486,317.30601513558645,264.61473827200643
44634,High-middle SDI,2002,Both,All ages,Cardiovascular diseases,Deaths,Number,2685965.313615112,2881683.970186143,2508545.1640293845
44634,High-middle SDI,2002,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3111694801943589,0.3311551763159958,0.2928825616325614
44634,High-middle SDI,2002,Both,All ages,Cardiovascular diseases,Deaths,Rate,203.95713950557072,218.8189164390835,190.48484855053528
44637,Low SDI,1994,Both,All ages,Cardiovascular diseases,Deaths,Number,1066456.431864753,1232502.243487718,893936.2219322977
44637,Low SDI,1994,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0868219840867929,0.1016358215935915,0.0737700355543678
44637,Low SDI,1994,Both,All ages,Cardiovascular diseases,Deaths,Rate,120.5853410598912,139.36031416508504,101.07830098507696
44635,High SDI,2002,Both,All ages,Cardiovascular diseases,Deaths,Number,7869531.690806764,8236905.796977057,7312806.44383677
44635,High SDI,2002,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.4167171406993545,0.433964381771588,0.3889240437146716
44635,High SDI,2002,Both,All ages,Cardiovascular diseases,Deaths,Rate,351.4470595470584,367.8536964906656,326.58415045530325
31,"Central Europe, Eastern Europe, and Central Asia",1996,Both,All ages,Cardiovascular diseases,Deaths,Number,2835913.065268211,2895444.8633948625,2735301.245120676
31,"Central Europe, Eastern Europe, and Central Asia",1996,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.5555765311349351,0.5672073564400163,0.5358975123905866
31,"Central Europe, Eastern Europe, and Central Asia",1996,Both,All ages,Cardiovascular diseases,Deaths,Rate,667.5450769541844,681.5582564300927,643.8620783300587
103,Latin America and Caribbean,1996,Both,All ages,Cardiovascular diseases,Deaths,Number,608710.17100067,627726.8701966632,576682.3963071931
103,Latin America and Caribbean,1996,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2509199585481105,0.2587403593915084,0.2379074247881654
103,Latin America and Caribbean,1996,Both,All ages,Cardiovascular diseases,Deaths,Rate,139.0055231558863,143.34819122087288,131.69163587605516
4,"Southeast Asia, East Asia, and Oceania",1996,Both,All ages,Cardiovascular diseases,Deaths,Number,4352283.488138628,4800800.538146135,3830532.883717701
4,"Southeast Asia, East Asia, and Oceania",1996,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3416205383628221,0.3744579536821044,0.3073941140603716
4,"Southeast Asia, East Asia, and Oceania",1996,Both,All ages,Cardiovascular diseases,Deaths,Rate,240.73493303049037,265.54345533627594,211.8756923224344
44636,Low-middle SDI,1995,Both,All ages,Cardiovascular diseases,Deaths,Number,1272306.0995536358,1432691.450505767,1097074.9810052328
44636,Low-middle SDI,1995,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.1740114100046955,0.1960530126359178,0.1493706010135651
44636,Low-middle SDI,1995,Both,All ages,Cardiovascular diseases,Deaths,Rate,161.28961815464382,181.62159017123884,139.0756554852841
158,South Asia,2003,Both,All ages,Cardiovascular diseases,Deaths,Number,2152536.478637889,2371442.2981485054,1942958.102475867
158,South Asia,2003,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.202491884738257,0.2235988776630248,0.1817550646867176
158,South Asia,2003,Both,All ages,Cardiovascular diseases,Deaths,Rate,153.80164280636362,169.4427596909011,138.8269843648926
44639,Middle SDI,2001,Both,All ages,Cardiovascular diseases,Deaths,Number,1402832.2730458754,1488310.904528823,1313498.8119573006
44639,Middle SDI,2001,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3130152989077358,0.3311745689118723,0.2940222741571105
44639,Middle SDI,2001,Both,All ages,Cardiovascular diseases,Deaths,Rate,192.31407334665064,204.0323265693904,180.06736209100197
166,Sub-Saharan Africa,2003,Both,All ages,Cardiovascular diseases,Deaths,Number,667579.7985397248,786620.1767103759,580651.4820422425
166,Sub-Saharan Africa,2003,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0745977824837438,0.0879788180113574,0.0648822678574352
166,Sub-Saharan Africa,2003,Both,All ages,Cardiovascular diseases,Deaths,Rate,94.93828389567932,111.86733004497174,82.57597873266543
44634,High-middle SDI,2003,Both,All ages,Cardiovascular diseases,Deaths,Number,2687186.3590009133,2886990.2964291456,2517742.1654221127
44634,High-middle SDI,2003,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3086533112951702,0.3298510837646281,0.291358384965738
44634,High-middle SDI,2003,Both,All ages,Cardiovascular diseases,Deaths,Rate,201.8433447810085,216.8512711556884,189.1158379331464
44639,Middle SDI,2003,Both,All ages,Cardiovascular diseases,Deaths,Number,1469454.0778381715,1565335.07765239,1378825.040129219
44639,Middle SDI,2003,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3197934068607519,0.3390540154875772,0.3005699611114789
44639,Middle SDI,2003,Both,All ages,Cardiovascular diseases,Deaths,Rate,195.8125041076838,208.5891529006777,183.7357069581144
64,High-income,2004,Both,All ages,Cardiovascular diseases,Deaths,Number,2810538.2784641944,2981968.27442943,2480042.8777748398
64,High-income,2004,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3414738453985669,0.3625044115303119,0.3011225158441014
64,High-income,2004,Both,All ages,Cardiovascular diseases,Deaths,Rate,282.65267091884897,299.8931926390015,249.4151205011805
1,Global,2004,Both,All ages,Cardiovascular diseases,Deaths,Number,14766205.04655328,15547809.775540227,13896955.996801447
1,Global,2004,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2882534352252649,0.3028481306935993,0.2707468489155749
1,Global,2004,Both,All ages,Cardiovascular diseases,Deaths,Rate,229.7280129490565,241.8879755620416,216.20450732741725
44635,High SDI,2003,Both,All ages,Cardiovascular diseases,Deaths,Number,7910430.336238377,8268159.132943061,7355871.230650568
44635,High SDI,2003,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.4142845553991651,0.4318269657702406,0.3865854252292004
44635,High SDI,2003,Both,All ages,Cardiovascular diseases,Deaths,Rate,350.9618377427976,366.8331810918242,326.3577296777171
103,Latin America and Caribbean,1997,Both,All ages,Cardiovascular diseases,Deaths,Number,607417.535735319,627094.8217816032,573647.9921045452
103,Latin America and Caribbean,1997,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2503747640159131,0.2583603151302835,0.2371876381652209
103,Latin America and Caribbean,1997,Both,All ages,Cardiovascular diseases,Deaths,Rate,136.38663178661,140.80487559530323,128.80417977985854
158,South Asia,2004,Both,All ages,Cardiovascular diseases,Deaths,Number,2176777.2565124687,2393435.4513415517,1958467.3977814335
158,South Asia,2004,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2057756193868643,0.2249168705241239,0.1850029092691888
158,South Asia,2004,Both,All ages,Cardiovascular diseases,Deaths,Rate,152.69618343970683,167.89428391708006,137.3822223369992
31,"Central Europe, Eastern Europe, and Central Asia",1997,Both,All ages,Cardiovascular diseases,Deaths,Number,2791893.604776302,2848117.4952487447,2690971.905342258
31,"Central Europe, Eastern Europe, and Central Asia",1997,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.5603466353864804,0.5718288304215374,0.5401497085996305
31,"Central Europe, Eastern Europe, and Central Asia",1997,Both,All ages,Cardiovascular diseases,Deaths,Rate,658.5602636868293,671.822524136757,634.7545495731882
166,Sub-Saharan Africa,2004,Both,All ages,Cardiovascular diseases,Deaths,Number,675472.9258122017,797430.0445996182,588735.6607453362
166,Sub-Saharan Africa,2004,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0760115642815765,0.0899519126580455,0.0662442846053803
166,Sub-Saharan Africa,2004,Both,All ages,Cardiovascular diseases,Deaths,Rate,93.45856197118576,110.33257202912532,81.45757754576908
44637,Low SDI,1995,Both,All ages,Cardiovascular diseases,Deaths,Number,1080749.5172460242,1239540.642965663,905695.625307124
44637,Low SDI,1995,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0930944839330669,0.1068796952659097,0.0780375291216089
44637,Low SDI,1995,Both,All ages,Cardiovascular diseases,Deaths,Rate,119.2816652329213,136.80734495592873,99.9610739184932
44634,High-middle SDI,2004,Both,All ages,Cardiovascular diseases,Deaths,Number,2653623.8437376907,2850239.280681657,2481833.0856403606
44634,High-middle SDI,2004,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2999534930777605,0.3205748133864609,0.2807941046550026
44634,High-middle SDI,2004,Both,All ages,Cardiovascular diseases,Deaths,Rate,197.17873858021292,211.7883389323873,184.41374739229127
44636,Low-middle SDI,1996,Both,All ages,Cardiovascular diseases,Deaths,Number,1316756.3028585897,1476021.5229596435,1144274.889812347
44636,Low-middle SDI,1996,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.17808071066105,0.200645873578337,0.155380718751327
44636,Low-middle SDI,1996,Both,All ages,Cardiovascular diseases,Deaths,Rate,163.92646100178234,183.7538078199883,142.45379550713045
1,Global,2005,Both,All ages,Cardiovascular diseases,Deaths,Number,14890596.348255312,15623796.33500589,13913632.789570311
1,Global,2005,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2912064438236077,0.3054807879362176,0.2719709552834705
1,Global,2005,Both,All ages,Cardiovascular diseases,Deaths,Rate,228.64978316425103,239.9082992146306,213.6482009154065
44635,High SDI,2004,Both,All ages,Cardiovascular diseases,Deaths,Number,7691047.656337437,8032470.050727213,7141699.510829723
44635,High SDI,2004,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.4077640936112831,0.4254547936476424,0.3792373248853194
44635,High SDI,2004,Both,All ages,Cardiovascular diseases,Deaths,Rate,338.946711655485,353.9932960786877,314.73677878366755
64,High-income,2005,Both,All ages,Cardiovascular diseases,Deaths,Number,2821023.2780401045,2999995.241655514,2480116.6290496173
64,High-income,2005,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3365410343440069,0.3579485722294964,0.2959405551071271
64,High-income,2005,Both,All ages,Cardiovascular diseases,Deaths,Rate,281.69537017367776,299.5667482419861,247.65388408258792
166,Sub-Saharan Africa,2005,Both,All ages,Cardiovascular diseases,Deaths,Number,687849.1310919602,809300.7373008551,596781.2787784385
166,Sub-Saharan Africa,2005,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0783412335569782,0.092411214562058,0.0680859601653746
166,Sub-Saharan Africa,2005,Both,All ages,Cardiovascular diseases,Deaths,Rate,92.5877666245222,108.93573082706637,80.32960029724134
158,South Asia,2005,Both,All ages,Cardiovascular diseases,Deaths,Number,2251986.0683165905,2494923.1660637422,2032004.161722708
158,South Asia,2005,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2104055146052761,0.2323666782211799,0.1900416658519365
158,South Asia,2005,Both,All ages,Cardiovascular diseases,Deaths,Rate,155.12022103674076,171.8540973385301,139.96753316934436
137,North Africa and Middle East,1997,Both,All ages,Cardiovascular diseases,Deaths,Number,881456.8140986944,947523.0290407756,809274.0403805024
137,North Africa and Middle East,1997,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3598347693337025,0.3873970457228264,0.3307592867563518
137,North Africa and Middle East,1997,Both,All ages,Cardiovascular diseases,Deaths,Rate,220.93349158093693,237.4927141193841,202.8411789747166
31,"Central Europe, Eastern Europe, and Central Asia",1998,Both,All ages,Cardiovascular diseases,Deaths,Number,2761516.469603136,2822169.2051058,2663318.5682017296
31,"Central Europe, Eastern Europe, and Central Asia",1998,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.5625847874390301,0.5749493923882404,0.5424102753048073
31,"Central Europe, Eastern Europe, and Central Asia",1998,Both,All ages,Cardiovascular diseases,Deaths,Rate,652.9117305916159,667.251997230638,629.6945734787811
103,Latin America and Caribbean,1998,Both,All ages,Cardiovascular diseases,Deaths,Number,614396.204103054,633987.9149449528,579161.0446713568
103,Latin America and Caribbean,1998,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2485209366643651,0.2562168268523027,0.2347016276562461
103,Latin America and Caribbean,1998,Both,All ages,Cardiovascular diseases,Deaths,Rate,135.7082449227457,140.0356751308629,127.92547931625988
4,"Southeast Asia, East Asia, and Oceania",1998,Both,All ages,Cardiovascular diseases,Deaths,Number,4412800.339285551,4859013.367707801,3960017.66750467
4,"Southeast Asia, East Asia, and Oceania",1998,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3465553311661039,0.3784620641656748,0.3133058602512957
4,"Southeast Asia, East Asia, and Oceania",1998,Both,All ages,Cardiovascular diseases,Deaths,Rate,240.7212512945216,265.06247461919014,216.02164946907024
137,North Africa and Middle East,1998,Both,All ages,Cardiovascular diseases,Deaths,Number,897670.4631419101,964978.887913018,823066.819494192
137,North Africa and Middle East,1998,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3627574052444798,0.3897400584965489,0.334271456904018
137,North Africa and Middle East,1998,Both,All ages,Cardiovascular diseases,Deaths,Rate,220.48045437658288,237.01234741109812,202.15675328027388
44637,Low SDI,1996,Both,All ages,Cardiovascular diseases,Deaths,Number,1118416.7765951334,1278533.7449432823,944677.6500577847
44637,Low SDI,1996,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0951464854731272,0.1089155493005423,0.0805348255605918
44637,Low SDI,1996,Both,All ages,Cardiovascular diseases,Deaths,Rate,120.46894468376684,137.71575518100266,101.7548394751944
44636,Low-middle SDI,1997,Both,All ages,Cardiovascular diseases,Deaths,Number,1366636.806593576,1530260.150559045,1196058.5025974785
44636,Low-middle SDI,1997,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.1828399430208254,0.2040444827629772,0.1587599045883069
44636,Low-middle SDI,1997,Both,All ages,Cardiovascular diseases,Deaths,Rate,167.14664553512935,187.1586142916548,146.2840497258694
44639,Middle SDI,2004,Both,All ages,Cardiovascular diseases,Deaths,Number,1509727.9497737938,1608748.8924808735,1419709.2385617483
44639,Middle SDI,2004,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3243136669327519,0.3441185416751604,0.306254328586969
44639,Middle SDI,2004,Both,All ages,Cardiovascular diseases,Deaths,Rate,198.4549267908789,211.4713076154123,186.6218963789612
44639,Middle SDI,2005,Both,All ages,Cardiovascular diseases,Deaths,Number,1522179.0100369137,1612390.8683517256,1431623.911901008
44639,Middle SDI,2005,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3268717439584851,0.3462244769854614,0.3075600540107111
44639,Middle SDI,2005,Both,All ages,Cardiovascular diseases,Deaths,Rate,197.38601272474747,209.084084302294,185.64343209849704
44634,High-middle SDI,2005,Both,All ages,Cardiovascular diseases,Deaths,Number,2657424.6073979684,2832559.2490800456,2453351.7333525964
44634,High-middle SDI,2005,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3062525852757033,0.3271128696492799,0.2854841559557809
44634,High-middle SDI,2005,Both,All ages,Cardiovascular diseases,Deaths,Rate,195.24929714369617,208.1169870110752,180.25542483871007
1,Global,2006,Both,All ages,Cardiovascular diseases,Deaths,Number,14997258.486196062,15690535.69114957,13982682.064825768
1,Global,2006,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2941729684048259,0.3085470234949286,0.2757724315317088
1,Global,2006,Both,All ages,Cardiovascular diseases,Deaths,Rate,227.2825088621738,237.78908128831557,211.90666702456764
64,High-income,2006,Both,All ages,Cardiovascular diseases,Deaths,Number,2750092.4687326592,2927750.6372758634,2414382.7871270664
64,High-income,2006,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3305006703918413,0.3517780400843165,0.2901664382592241
64,High-income,2006,Both,All ages,Cardiovascular diseases,Deaths,Rate,272.7405835210913,290.35984291206404,239.4465559580892
166,Sub-Saharan Africa,2006,Both,All ages,Cardiovascular diseases,Deaths,Number,708911.0268850374,826787.8701904019,610726.343888691
166,Sub-Saharan Africa,2006,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0817710153854616,0.0955938827685931,0.0703167929768611
166,Sub-Saharan Africa,2006,Both,All ages,Cardiovascular diseases,Deaths,Rate,92.83932026487057,108.2765268992842,79.9810081719472
158,South Asia,2006,Both,All ages,Cardiovascular diseases,Deaths,Number,2406005.148759146,2651369.228516158,2176439.00209751
158,South Asia,2006,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2222657950583143,0.244729949573707,0.200203217467211
158,South Asia,2006,Both,All ages,Cardiovascular diseases,Deaths,Rate,162.7774354150778,179.3774562697401,147.24621818930623
44637,Low SDI,1998,Both,All ages,Cardiovascular diseases,Deaths,Number,1191620.9649644557,1366365.069915047,1018978.6628265812
44637,Low SDI,1998,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.1001576306618686,0.1155544849378584,0.0854299300644842
44637,Low SDI,1998,Both,All ages,Cardiovascular diseases,Deaths,Rate,122.08699788915688,139.9903277226344,104.39900733142566
44635,High SDI,2005,Both,All ages,Cardiovascular diseases,Deaths,Number,7726944.831147555,8063754.753045824,7159937.129460498
44635,High SDI,2005,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.4066098457037545,0.4240765980252021,0.376971804789846
44635,High SDI,2005,Both,All ages,Cardiovascular diseases,Deaths,Rate,338.0268897525916,352.7611492594212,313.22228016169095
44636,Low-middle SDI,1998,Both,All ages,Cardiovascular diseases,Deaths,Number,1404996.5228066242,1568357.3128445805,1231695.5475078032
44636,Low-middle SDI,1998,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.1867096721021031,0.2079420453415452,0.1637863267178815
44636,Low-middle SDI,1998,Both,All ages,Cardiovascular diseases,Deaths,Rate,168.85115869537893,188.4837045668808,148.02401072223586
4,"Southeast Asia, East Asia, and Oceania",1997,Both,All ages,Cardiovascular diseases,Deaths,Number,4372215.154690931,4817203.522766232,3887235.3776892014
4,"Southeast Asia, East Asia, and Oceania",1997,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3444203862823622,0.3770506571639072,0.3084290150475482
4,"Southeast Asia, East Asia, and Oceania",1997,Both,All ages,Cardiovascular diseases,Deaths,Rate,240.1200969426804,264.5586587014645,213.48522492730103
44637,Low SDI,1997,Both,All ages,Cardiovascular diseases,Deaths,Number,1156709.1887109955,1324601.180232546,992829.1031627812
44637,Low SDI,1997,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.0978727282710418,0.1121928622814403,0.0836953244492159
44637,Low SDI,1997,Both,All ages,Cardiovascular diseases,Deaths,Rate,121.48800210810306,139.12152902996797,104.27584163348622
44639,Middle SDI,2006,Both,All ages,Cardiovascular diseases,Deaths,Number,1566366.6639057042,1665226.8721125924,1471656.7351287024
44639,Middle SDI,2006,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3302885627488936,0.3506866642150092,0.3102297383011452
44639,Middle SDI,2006,Both,All ages,Cardiovascular diseases,Deaths,Rate,200.40130943499057,213.04950709662603,188.28409947338432
103,Latin America and Caribbean,1999,Both,All ages,Cardiovascular diseases,Deaths,Number,622664.7847443143,642531.0988453075,586744.1289358253
103,Latin America and Caribbean,1999,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2485509123290372,0.2562957750958226,0.2344960819530363
103,Latin America and Caribbean,1999,Both,All ages,Cardiovascular diseases,Deaths,Rate,135.3792927366164,139.6986112819559,127.56945171600124
44634,High-middle SDI,2006,Both,All ages,Cardiovascular diseases,Deaths,Number,2706426.0479574627,2882061.1684251702,2522672.203689361
44634,High-middle SDI,2006,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3106801728177172,0.3300065217105671,0.2895571340274714
44634,High-middle SDI,2006,Both,All ages,Cardiovascular diseases,Deaths,Rate,196.56543079524047,209.3216607848108,183.21954477478184
137,North Africa and Middle East,1999,Both,All ages,Cardiovascular diseases,Deaths,Number,905599.840792028,972736.1599644576,834350.8827916892
137,North Africa and Middle East,1999,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3669504460228054,0.3937681625775242,0.3381755170435522
137,North Africa and Middle East,1999,Both,All ages,Cardiovascular diseases,Deaths,Rate,217.8904054524387,234.04363245860876,200.74766353987383
44635,High SDI,2006,Both,All ages,Cardiovascular diseases,Deaths,Number,7612009.328906792,7959237.521812098,7034094.110456829
44635,High SDI,2006,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.4043995867252865,0.4220617547393243,0.3737006709653935
44635,High SDI,2006,Both,All ages,Cardiovascular diseases,Deaths,Rate,330.5634218902907,345.64234976123754,305.4665487890158
1,Global,2007,Both,All ages,Cardiovascular diseases,Deaths,Number,15199483.507190958,15923759.685974548,14191529.53533985
1,Global,2007,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.2967406077713586,0.3115165454834329,0.2780415427410913
1,Global,2007,Both,All ages,Cardiovascular diseases,Deaths,Rate,227.28511174255613,238.1155581948593,212.21269622165048
64,High-income,2007,Both,All ages,Cardiovascular diseases,Deaths,Number,2746717.9191128816,2927372.812774865,2404635.606938828
64,High-income,2007,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.3260770421301647,0.3476075256122569,0.285305947580391
64,High-income,2007,Both,All ages,Cardiovascular diseases,Deaths,Rate,270.47388108724493,288.26326888209417,236.7884669494518
31,"Central Europe, Eastern Europe, and Central Asia",1999,Both,All ages,Cardiovascular diseases,Deaths,Number,2837226.5379029554,2899350.6172808683,2733610.385098192
31,"Central Europe, Eastern Europe, and Central Asia",1999,Both,All ages,Cardiovascular diseases,Deaths,Percent,0.5619761208588049,0.5741434599637751,0.5421778193745243
31,"Central Europe, Eastern Europe, and Central Asia",1999,Both,All ages,Cardiovascular diseases,Deaths,Rate,672.4036877503153,687.1266784998234,647.8473534831486
